date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
2017-12-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",126289,1373180.05,0,0
2017-12-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",145491,1574431.35,0,0
2017-12-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",201922,1709013.83,0,0
2018-01-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",17331,252742.31,0,0
2018-01-01,QNQ,"NHS FRIMLEY INTEGRATED CARE BOARD",20236,281683.15,0,0
2018-01-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",20244,273628.06,0,0
2018-01-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",25085,330962.39,0,0
2018-01-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",26670,366146.77,0,0
2018-01-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",27758,381162.21,0,0
2018-01-01,QXU,"NHS SURREY HEARTLANDS INTEGRATED CARE BOARD",28135,453668.78,0,0
2018-01-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",28292,325709.85,0,0
2018-01-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",29809,373998.79,0,0
2018-01-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",31125,385115.9,0,0
2018-01-01,QUE,"NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",33620,384375.83,0,0
2018-01-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",34269,438119.02,0,0
2018-01-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",35581,418632.96,0,0
2018-01-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",36519,479106.43,0,0
2018-01-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",40668,451935.23,0,0
2018-01-01,QMJ,"NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD",41352,551189.59,0,0
2018-01-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",42694,558189.12,0,0
2018-01-01,QH8,"NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD",44395,603429.29,0,0
2018-01-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",44868,642608.76,0,0
2018-01-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",44967,482214.14,0,0
2018-01-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",45665,602183.42,0,0
2018-01-01,QJG,"NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD",47966,583697.77,0,0
2018-01-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",48105,532380.45,0,0
2018-01-01,QM7,"NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD",48799,637135.7,0,0
2018-01-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",49076,681610.61,0,0
2018-01-01,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",50255,715786.85,0,0
2018-01-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",52235,705275.01,0,0
2018-01-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",53981,633596.8,0,0
2018-01-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",55189,687601.59,0,0
2018-01-01,QMM,"NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD",58081,604014.04,0,0
2018-01-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",58662,674561.43,0,0
2018-01-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",64021,849030.09,0,0
2018-01-01,QRV,"NHS NORTH WEST LONDON INTEGRATED CARE BOARD",67445,799870.09,0,0
2018-01-01,QNX,"NHS SUSSEX INTEGRATED CARE BOARD",68768,894859.51,0,0
2018-01-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",71162,827274.96,0,0
2018-01-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",74181,901849.02,0,0
2018-01-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",78668,993712.9,0,0
2018-01-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",87089,1009647.58,0,0
2018-01-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",104859,1268960.4,0,0
2018-01-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",128118,1434530.88,0,0
2018-01-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",148956,1691159.48,0,0
2018-01-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",206999,1827145.13,0,0
2018-02-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",15691,204714.79,0,0
2018-02-01,QNQ,"NHS FRIMLEY INTEGRATED CARE BOARD",18398,229731.81,0,0
2018-02-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",18830,230402.1,0,0
2018-02-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",22748,269209.43,0,0
2018-02-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",24290,307761.38,0,0
2018-02-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",24842,298577.39,0,0
2018-02-01,QXU,"NHS SURREY HEARTLANDS INTEGRATED CARE BOARD",25121,379084.01,0,0
2018-02-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",26384,278955.71,0,0
2018-02-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",27055,313107.44,0,0
2018-02-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",27663,308780.58,0,0
2018-02-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",30838,366769.19,0,0
2018-02-01,QUE,"NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",31078,315578.82,0,0
2018-02-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",31966,342020.06,0,0
2018-02-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",33331,408038.28,0,0
2018-02-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",36566,355353.38,0,0
2018-02-01,QMJ,"NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD",36979,456367.85,0,0
2018-02-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",38842,445105.64,0,0
2018-02-01,QH8,"NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD",40099,501203.61,0,0
2018-02-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",40176,375669.38,0,0
2018-02-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",40999,487965.21,0,0
2018-02-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",41540,546251.85,0,0
2018-02-01,QJG,"NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD",43382,484206.88,0,0
2018-02-01,QM7,"NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD",44040,531052.75,0,0
2018-02-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",44549,469193.83,0,0
2018-02-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",45051,584969.83,0,0
2018-02-01,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",45624,580539.62,0,0
2018-02-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",46563,576873.46,0,0
2018-02-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",49542,533475.96,0,0
2018-02-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",51341,568538.21,0,0
2018-02-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",51397,551735.15,0,0
2018-02-01,QMM,"NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD",51840,477142.07,0,0
2018-02-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",57991,703513.17,0,0
2018-02-01,QRV,"NHS NORTH WEST LONDON INTEGRATED CARE BOARD",61343,651175.31,0,0
2018-02-01,QNX,"NHS SUSSEX INTEGRATED CARE BOARD",62223,757228.39,0,0
2018-02-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",63947,668530.03,0,0
2018-02-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",67372,746745.7,0,0
2018-02-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",71530,824509.38,0,0
2018-02-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",78329,819217.01,0,0
2018-02-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",94513,1029249.52,0,0
2018-02-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",116026,1183956.51,0,0
2018-02-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",134193,1374169.43,0,0
2018-02-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",185177,1437446.1,0,0
2018-03-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",17769,231172.75,0,0
2018-03-01,QNQ,"NHS FRIMLEY INTEGRATED CARE BOARD",20143,246444.58,0,0
2018-03-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",20583,243210.08,0,0
2018-03-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",25320,306719.62,0,0
2018-03-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",26285,325578.53,0,0
2018-03-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",27823,340387.17,0,0
2018-03-01,QXU,"NHS SURREY HEARTLANDS INTEGRATED CARE BOARD",27882,401313.86,0,0
2018-03-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",28464,289555.05,0,0
2018-03-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",29551,340959.08,0,0
2018-03-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",31274,346522.2,0,0
2018-03-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",33427,381909.33,0,0
2018-03-01,QUE,"NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",33633,346297.7,0,0
2018-03-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",35271,360607.69,0,0
2018-03-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",35898,428002.15,0,0
2018-03-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",39063,369826.43,0,0
2018-03-01,QMJ,"NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD",40583,497856.18,0,0
2018-03-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",43088,488306.12,0,0
2018-03-01,QH8,"NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD",44422,550258.58,0,0
2018-03-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",44721,585334.11,0,0
2018-03-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",44937,429044.08,0,0
2018-03-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",46031,538731.26,0,0
2018-03-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",48008,491525.78,0,0
2018-03-01,QUA,"NHS BLACK COUNTRY INTEGRATED CARE BOARD",48183,617635.51,0,0
2018-03-01,QJG,"NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD",48758,534196.76,0,0
2018-03-01,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",49222,615348.42,0,0
2018-03-01,QM7,"NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD",49240,575830.61,0,0
2018-03-01,QNC,"NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD",52094,636945.97,0,0
2018-03-01,QKK,"NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",54338,605903.63,0,0
2018-03-01,QJK,"NHS DEVON INTEGRATED CARE BOARD",54743,585510.93,0,0
2018-03-01,QMF,"NHS NORTH EAST LONDON INTEGRATED CARE BOARD",56206,597900.46,0,0
2018-03-01,QMM,"NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD",58449,524208.06,0,0
2018-03-01,QRL,"NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",63756,760379.34,0,0
2018-03-01,QRV,"NHS NORTH WEST LONDON INTEGRATED CARE BOARD",67316,708590.84,0,0
2018-03-01,QNX,"NHS SUSSEX INTEGRATED CARE BOARD",68504,819071.04,0,0
2018-03-01,QF7,"NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",71133,753659.59,0,0
2018-03-01,QOQ,"NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",74973,819349.4,0,0
2018-03-01,QKS,"NHS KENT AND MEDWAY INTEGRATED CARE BOARD",80504,916630.12,0,0
2018-03-01,QE1,"NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",87304,898048.89,0,0
2018-03-01,QWO,"NHS WEST YORKSHIRE INTEGRATED CARE BOARD",104998,1123462.73,0,0
2018-03-01,QYG,"NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD",130390,1288035.01,0,0
2018-03-01,QOP,"NHS GREATER MANCHESTER INTEGRATED CARE BOARD",148347,1493375.98,0,0
2018-03-01,QHM,"NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",208309,1588094.08,0,0
2018-04-01,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",17031,245054.45,0,0
2018-04-01,QNQ,"NHS FRIMLEY INTEGRATED CARE BOARD",19396,269320.51,0,0
2018-04-01,QSL,"NHS SOMERSET INTEGRATED CARE BOARD",19753,274375.97,0,0
2018-04-01,QVV,"NHS DORSET INTEGRATED CARE BOARD",24635,345283.39,0,0
2018-04-01,QT6,"NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",26118,361899.65,0,0
2018-04-01,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",26777,370754.56,0,0
2018-04-01,QXU,"NHS SURREY HEARTLANDS INTEGRATED CARE BOARD",27454,451956.54,0,0
2018-04-01,QR1,"NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",28475,331246.37,0,0
2018-04-01,QGH,"NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD",29011,370261.49,0,0
2018-04-01,QPM,"NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",29628,380462.29,0,0
2018-04-01,QWU,"NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",32319,432167.71,0,0
2018-04-01,QUE,"NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",32804,378023.63,0,0
2018-04-01,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",34715,426955.27,0,0
2018-04-01,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",35159,471968.12,0,0
2018-04-01,QMJ,"NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD",38918,526097.71,0,0
2018-04-01,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",40270,440592,0,0
2018-04-01,QJ2,"NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",41721,552268.92,0,0
2018-04-01,QH8,"NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD",43306,584360.49,0,0
2018-04-01,QHL,"NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",43637,641554.73,0,0
2018-04-01,QJM,"NHS LINCOLNSHIRE INTEGRATED CARE BOARD",43731,454997.25,0,0
2018-04-01,QT1,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",43852,577712.59,0,0
2018-04-01,QWE,"NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",46465,527071.74,0,0
2018-04-01,QM7,"NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD",47224,619523.88,0,0
2018-04-01,QJG,"NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD",47244,570940.3,0,0
