Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
224,Epilepsy: QOF prevalence (18+ yrs),,,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth more deprived decile,2012/13,0.709306099124794,0.702292385336211,0.716389352726345,0.69827914900454,0.720505919048287,38627,5445744.798707,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),,,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth more deprived decile,2012/13,0.741376822501386,0.731637405314253,0.751244907785092,0.726078911626658,0.756994590559171,21806,2941284.28866,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),,,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth less deprived decile,2012/13,0.768982960185601,0.76251221880201,0.775508183699379,0.758805322840903,0.779296035301151,53386,6942416.511689,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),,,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth less deprived decile ,2012/13,0.782852553730499,0.773946545208393,0.791860228200577,0.76885653693369,0.79710130292795,29117,3719346.620414,Aggregated from all known lower geography values,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),,,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third less deprived decile,2012/13,0.776357345166275,0.766880957397347,0.785949905688851,0.761468544647414,0.791534940636455,25273,3255330.828948,Aggregated from all known lower geography values,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),,,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second least deprived decile,2012/13,0.728423273426725,0.721655067093925,0.735254486812135,0.717780468853566,0.739222707956033,43764,6008045.26661,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),,,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Least deprived decile ,2012/13,0.692568079045747,0.683273378278353,0.701988323753283,0.677969922757601,0.707478326163558,20898,3017465.088601,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,,,2012/13,0.780180468,0.777592036096288,0.782777448243942,,,345140,44238482.5251,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Most deprived decile,2012/13,0.972858156016677,0.96003708278608,0.98584874735836,0.952719890047625,0.993417828323981,21617,2222009.43337,Aggregated from all known lower geography values,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second most deprived decile,2012/13,0.893049887678063,0.883182242513555,0.903026777911848,0.877541112807494,0.90883023593093,30842,3453558.465831,Aggregated from all known lower geography values,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third more deprived decile,2012/13,0.919596530781562,0.907878330091971,0.931464559319527,0.901188277944486,0.938377241897826,23144,2516755.90602,Aggregated from all known lower geography values,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth more deprived decile,2012/13,0.709306099124794,0.702292385336211,0.716389352726345,0.69827914900454,0.720505919048287,38627,5445744.798707,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth more deprived decile,2012/13,0.741376822501386,0.731637405314253,0.751244907785092,0.726078911626658,0.756994590559171,21806,2941284.28866,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth less deprived decile,2012/13,0.768982960185601,0.76251221880201,0.775508183699379,0.758805322840903,0.779296035301151,53386,6942416.511689,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth less deprived decile ,2012/13,0.782852553730499,0.773946545208393,0.791860228200577,0.76885653693369,0.79710130292795,29117,3719346.620414,Aggregated from all known lower geography values,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third less deprived decile,2012/13,0.776357345166275,0.766880957397347,0.785949905688851,0.761468544647414,0.791534940636455,25273,3255330.828948,Aggregated from all known lower geography values,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second least deprived decile,2012/13,0.728423273426725,0.721655067093925,0.735254486812135,0.717780468853566,0.739222707956033,43764,6008045.26661,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E92000001,England,England,Persons,18+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Least deprived decile ,2012/13,0.692568079045747,0.683273378278353,0.701988323753283,0.677969922757601,0.707478326163558,20898,3017465.088601,Aggregated from all known lower geography values,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000006,NHS Barnsley CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8852266845,0.844968741202464,0.927384749888009,,,1758,198593.2,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000007,NHS Basildon And Brentwood CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7719768155,0.735197977745427,0.810580518340848,,,1600,207260.11039,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000008,NHS Bassetlaw CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8515371655,0.79351747197577,0.913760016604024,,,765,89837.53511,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000014,NHS Blackburn With Darwen CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8447993067,0.796018265905512,0.896542697615342,,,1077,127485.90007,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000015,NHS Blackpool CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,1.1159438623,1.0621530966068,1.17242647980515,,,1557,139523.14741,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000016,NHS Bolton CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8691566942,0.83202361860077,0.907931839958029,,,1998,229877.99706,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000021,NHS Brighton And Hove CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7058560902,0.673337521457353,0.739933430980836,,,1715,242967.37309,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000024,NHS Bury CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8830061476,0.836112733519576,0.932504848782393,,,1279,144846.10367,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000025,NHS Calderdale CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,1.0081403752,0.961400791838863,1.05712800179568,,,1688,167437,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000026,NHS Cambridgeshire and Peterborough CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7178491986,0.6981958176245,0.738051687093035,,,4950,689559.86991,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000028,NHS Cannock Chase CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9595270363,0.902562103928176,1.0200502848526,,,1016,105885.5,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000030,NHS Castle Point And Rochford CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.707660844,0.665956585729322,0.751956981488177,,,1034,146115.19188,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000034,NHS Chorley And South Ribble CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8378877493,0.791392104905413,0.887090666535029,,,1169,139517.49516,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000044,NHS Doncaster CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.985072676,0.946699977269203,1.02498464516073,,,2410,244651.99966,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000045,NHS Dorset CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7392841997,0.718374844931311,0.76079748815391,,,4633,626687.27428,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000049,NHS East And North Hertfordshire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7256893529,0.701282731862441,0.750938969730283,,,3259,449090.23218,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000050,NHS East Lancashire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9059010785,0.871914205658319,0.941200167592214,,,2604,287448.60359,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000051,NHS East Leicestershire And Rutland CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.6694828858,0.638546550320843,0.701907438607774,,,1705,254674.17258,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000052,NHS East Riding Of Yorkshire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8671211827,0.831175198955083,0.904607548287919,,,2125,245063.78606,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000053,NHS East Staffordshire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8272431232,0.774617950981644,0.883411658258091,,,882,106619.2,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000062,NHS Gloucestershire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8416788731,0.816630172430843,0.867489178776909,,,4174,495913.6,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000068,NHS Halton CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9212717244,0.864113746266171,0.98217303707677,,,928,100730.32477,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000079,NHS Herts Valleys CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.6799525605,0.6569854559348,0.703716868822744,,,3232,475327.27839,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000080,"NHS Heywood, Middleton And Rochdale CCG",CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,1.0411900892,0.994031032251455,1.09056183284388,,,1770,169997.77643,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000085,NHS Hull CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,1.0442595787,1.00324081737807,1.0869370298392,,,2368,226763.5412,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000086,NHS Ipswich And East Suffolk CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8149080691,0.783952144096025,0.847075914863088,,,2541,311814.31334,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000089,NHS Kernow CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.845510134,0.819279674405758,0.872573012378404,,,3836,453690.6,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000091,NHS Knowsley CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,1.0531975886,0.998383547305623,1.11098730181827,,,1331,126377.04591,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000097,NHS Leicester City CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7293316894,0.698880934342886,0.76109903717576,,,2097,287523.5,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000101,NHS Liverpool CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9965415428,0.96602931998951,1.02800749621953,,,3934,394765.27881,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000106,NHS Mid Essex CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7868324354,0.756014941100297,0.818895780034753,,,2388,303495.3686,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000117,NHS North East Essex CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8872785599,0.852320366255119,0.923657217728593,,,2357,265643.74554,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000119,NHS North East Lincolnshire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,1.0273825784,0.974577183736731,1.08301782947824,,,1366,132959.23337,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000122,NHS North Lincolnshire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9945506483,0.943056450109667,1.04882683955111,,,1346,135337.50164,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000126,NHS North Staffordshire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9278443379,0.883739056848641,0.974129173309564,,,1605,172981.60203,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000127,NHS North Tyneside CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9568283221,0.912040452075491,1.00379332403919,,,1656,173071.8,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000130,NHS Northumberland CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9056611753,0.870041028597013,0.942725769537711,,,2365,261135.18659,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000135,NHS Oldham CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.996808973,0.952285035518604,1.04339269105114,,,1822,182783.26633,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000136,NHS Oxfordshire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.6842038862,0.662700260377568,0.706400310395566,,,3742,546913,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000137,NHS Portsmouth CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7754214893,0.734967789515948,0.818083469186483,,,1328,171261.69681,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000141,NHS Rotherham CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.961799405,0.920151229305269,1.00531354661283,,,1942,201913.20454,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000143,NHS Salford CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9560168102,0.913746520814715,1.00022280144192,,,1861,194661.84905,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000146,NHS Sheffield CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8927995442,0.865854938985422,0.92057485416758,,,4055,454189.3,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000150,NHS Somerset CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8289551545,0.802602995621385,0.856165075639955,,,3651,440433.95839,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000153,NHS South East Staffordshire And Seisdon Peninsula CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8103632265,0.768817865866398,0.854134290117908,,,1376,169800.4,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000161,NHS South Sefton CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,1.051057739,0.995908957051719,1.10922618747203,,,1309,124541.20753,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000163,NHS South Tyneside CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9112219751,0.859987936111066,0.965478572577281,,,1137,124777.5,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000168,NHS Southend CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8440526603,0.798485837053637,0.892196437571081,,,1237,146554.83694,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000170,NHS Southport And Formby CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9043928364,0.847652562927579,0.964894236599433,,,907,100288.27778,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000172,NHS St Helens CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9699776911,0.922316591245577,1.02007634103888,,,1499,154539.63671,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000173,NHS Stafford And Surrounds CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9079278261,0.855422109127416,0.963625014683894,,,1073,118181.2,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000174,NHS Stockport CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8105582602,0.775372048180886,0.847327579264878,,,1935,238724.35766,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000175,NHS Stoke On Trent CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,1.0865791777,1.04401226804953,1.13086180966944,,,2380,219036.03978,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000176,NHS Sunderland CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9888278263,0.949008250757836,1.0303008180328,,,2252,227744.4,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000182,NHS Tameside And Glossop CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9311959821,0.888927030822746,0.975455062794419,,,1764,189433.80705,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000185,NHS Thurrock CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7348238094,0.68885764016773,0.783833005565522,,,914,124383.55811,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000187,NHS Trafford CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7524746066,0.713512547471523,0.793547223083374,,,1349,179275.15269,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000188,NHS Vale Of York CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.6938353169,0.663062862109515,0.72602546985946,,,1854,267210.3819,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000190,NHS Wakefield CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9029519283,0.868758106639969,0.938478858050816,,,2555,282960.8,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000194,NHS Warrington CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8015525094,0.759648383185868,0.84574847371251,,,1322,164929.93092,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000197,NHS West Essex CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.6762688642,0.643746455434474,0.71042257391464,,,1571,232304.05585,,,Lower,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000200,NHS West Lancashire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8374074119,0.779724845720164,0.899318547199248,,,748,89323.307795,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000201,NHS West Leicestershire CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.7455085058,0.715127071341828,0.777170560795295,,,2203,295503,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000204,NHS West Suffolk CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.725535812,0.68858523482978,0.764453952927,,,1396,192409.52368,,,Similar,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000205,NHS Wigan Borough CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8677533205,0.832441929119244,0.9045489245281,,,2207,254334.95303,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000208,NHS Wirral CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.9781841192,0.941331025381125,1.01646520612314,,,2580,263754.0264,,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000212,NHS Newcastle And Gateshead CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.882656987964224,0.85391939408706,0.912352810163806,,,3476,393810.96478,Aggregated from values for merged CCGs,,Higher,Not compared,20120000,,,1y
224,Epilepsy: QOF prevalence (18+ yrs),E92000001,England,E38000215,NHS North Cumbria CCG,CCGs (from Apr 2021),Persons,18+ yrs,,,2012/13,0.8581902325,0.830978455970418,0.886285140209324,,,3669,427527.58784,Value for Cumbria CCG (pre April 2017 boundaries),,Higher,Not compared,20120000,,,1y
